index,pruid,prname,prnameFR,date,numconf,numprob,numdeaths,numtotal,numtoday,ratetotal
3419,47,Saskatchewan,Saskatchewan,2020-10-21,2496,0,25.0,2496,57,212.52
3420,46,Manitoba,Manitoba,2020-10-21,3626,0,43.0,3626,135,264.77
3421,35,Ontario,Ontario,2020-10-21,66686,0,3062.0,66686,790,457.8
3422,24,Quebec,Québec,2020-10-21,96288,0,6074.0,96288,1072,1134.81
3423,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2020-10-21,287,0,4.0,287,0,55.03
3424,13,New Brunswick,Nouveau-Brunswick,2020-10-21,319,0,4.0,319,6,41.06
3425,12,Nova Scotia,Nouvelle-Écosse,2020-10-21,1097,0,65.0,1097,0,112.93
3426,11,Prince Edward Island,Île-du-Prince-Édouard,2020-10-21,64,0,0.0,64,0,40.78
3427,60,Yukon,Yukon,2020-10-21,17,0,0.0,17,0,41.61
3428,61,Northwest Territories,Territoires du Nord-Ouest,2020-10-21,8,0,0.0,8,3,17.85
3429,62,Nunavut,Nunavut,2020-10-21,0,0,0.0,0,0,0.0
3430,99,Repatriated travellers,Voyageurs rapatriés,2020-10-21,13,0,0.0,13,0,
3431,1,Canada,Canada,2020-10-21,206360,0,9829.0,206360,2672,548.99
3432,59,British Columbia,Colombie-Britannique,2020-10-22,12331,0,256.0,12331,274,243.15
3433,48,Alberta,Alberta,2020-10-22,23829,0,296.0,23829,427,545.12
3434,47,Saskatchewan,Saskatchewan,2020-10-22,2558,0,25.0,2558,62,217.8
3435,46,Manitoba,Manitoba,2020-10-22,3773,0,47.0,3773,147,275.51
3436,35,Ontario,Ontario,2020-10-22,67527,0,3071.0,67527,841,463.58
3437,24,Quebec,Québec,2020-10-22,97321,0,6094.0,97321,1033,1146.98
3438,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2020-10-22,288,0,4.0,288,1,55.22
3439,13,New Brunswick,Nouveau-Brunswick,2020-10-22,322,0,4.0,322,3,41.45
3440,12,Nova Scotia,Nouvelle-Écosse,2020-10-22,1097,0,65.0,1097,0,112.93
3441,11,Prince Edward Island,Île-du-Prince-Édouard,2020-10-22,64,0,0.0,64,0,40.78
3442,60,Yukon,Yukon,2020-10-22,17,0,0.0,17,0,41.61
3443,61,Northwest Territories,Territoires du Nord-Ouest,2020-10-22,8,0,0.0,8,0,17.85
3444,62,Nunavut,Nunavut,2020-10-22,0,0,0.0,0,0,0.0
3445,99,Repatriated travellers,Voyageurs rapatriés,2020-10-22,13,0,0.0,13,0,
3446,1,Canada,Canada,2020-10-22,209148,0,9862.0,209148,2788,556.4
3447,59,British Columbia,Colombie-Britannique,2020-10-23,12554,0,256.0,12554,223,247.55
3448,48,Alberta,Alberta,2020-10-23,24261,0,300.0,24261,432,555.0
3449,47,Saskatchewan,Saskatchewan,2020-10-23,2591,0,25.0,2591,33,220.61
3450,46,Manitoba,Manitoba,2020-10-23,3935,0,48.0,3935,162,287.34
3451,35,Ontario,Ontario,2020-10-23,68353,0,3080.0,68353,826,469.25
3452,24,Quebec,Québec,2020-10-23,98226,0,6106.0,98226,905,1157.65
3453,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2020-10-23,288,0,4.0,288,0,55.22
3454,13,New Brunswick,Nouveau-Brunswick,2020-10-23,324,0,4.0,324,2,41.71
3455,12,Nova Scotia,Nouvelle-Écosse,2020-10-23,1097,0,65.0,1097,0,112.93
3456,11,Prince Edward Island,Île-du-Prince-Édouard,2020-10-23,64,0,0.0,64,0,40.78
3457,60,Yukon,Yukon,2020-10-23,17,0,0.0,17,0,41.61
3458,61,Northwest Territories,Territoires du Nord-Ouest,2020-10-23,9,0,0.0,9,1,20.08
3459,62,Nunavut,Nunavut,2020-10-23,0,0,0.0,0,0,0.0
3460,99,Repatriated travellers,Voyageurs rapatriés,2020-10-23,13,0,0.0,13,0,
3461,1,Canada,Canada,2020-10-23,211732,0,9888.0,211732,2584,563.28
3462,59,British Columbia,Colombie-Britannique,2020-10-24,12554,0,256.0,12554,0,247.55
3463,48,Alberta,Alberta,2020-10-24,24261,0,300.0,24261,0,555.0
3464,47,Saskatchewan,Saskatchewan,2020-10-24,2669,0,25.0,2669,78,227.25
3465,46,Manitoba,Manitoba,2020-10-24,4088,0,50.0,4088,153,298.51
3466,35,Ontario,Ontario,2020-10-24,69331,0,3086.0,69331,978,475.96
3467,24,Quebec,Québec,2020-10-24,99235,0,6132.0,99235,1009,1169.54
3468,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2020-10-24,289,0,4.0,289,1,55.41
3469,13,New Brunswick,Nouveau-Brunswick,2020-10-24,326,0,4.0,326,2,41.97
3470,12,Nova Scotia,Nouvelle-Écosse,2020-10-24,1100,0,65.0,1100,3,113.24
3471,11,Prince Edward Island,Île-du-Prince-Édouard,2020-10-24,64,0,0.0,64,0,40.78
3472,60,Yukon,Yukon,2020-10-24,20,0,0.0,20,3,48.95
3473,61,Northwest Territories,Territoires du Nord-Ouest,2020-10-24,9,0,0.0,9,0,20.08
3474,62,Nunavut,Nunavut,2020-10-24,0,0,0.0,0,0,0.0
3475,99,Repatriated travellers,Voyageurs rapatriés,2020-10-24,13,0,0.0,13,0,
3476,1,Canada,Canada,2020-10-24,213959,0,9922.0,213959,2227,569.2
3477,59,British Columbia,Colombie-Britannique,2020-10-25,12554,0,256.0,12554,0,247.55
3478,48,Alberta,Alberta,2020-10-25,24261,0,300.0,24261,0,555.0
3479,47,Saskatchewan,Saskatchewan,2020-10-25,2729,0,25.0,2729,60,232.36
3480,46,Manitoba,Manitoba,2020-10-25,4249,0,54.0,4249,161,310.27
3481,35,Ontario,Ontario,2020-10-25,70373,0,3093.0,70373,1042,483.11
3482,24,Quebec,Québec,2020-10-25,100114,0,6143.0,100114,879,1179.9
3483,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2020-10-25,290,0,4.0,290,1,55.6
3484,13,New Brunswick,Nouveau-Brunswick,2020-10-25,328,0,6.0,328,2,42.22
3485,12,Nova Scotia,Nouvelle-Écosse,2020-10-25,1100,0,65.0,1100,0,113.24
3486,11,Prince Edward Island,Île-du-Prince-Édouard,2020-10-25,64,0,0.0,64,0,40.78
3487,60,Yukon,Yukon,2020-10-25,20,0,0.0,20,0,48.95
3488,61,Northwest Territories,Territoires du Nord-Ouest,2020-10-25,9,0,0.0,9,0,20.08
3489,62,Nunavut,Nunavut,2020-10-25,0,0,0.0,0,0,0.0
3490,99,Repatriated travellers,Voyageurs rapatriés,2020-10-25,13,0,0.0,13,0,
3491,1,Canada,Canada,2020-10-25,216104,0,9946.0,216104,2145,574.91
3492,59,British Columbia,Colombie-Britannique,2020-10-26,13371,0,259.0,13371,817,263.66
3493,48,Alberta,Alberta,2020-10-26,25733,0,307.0,25733,1472,588.68
3494,47,Saskatchewan,Saskatchewan,2020-10-26,2783,0,25.0,2783,54,236.96
3495,46,Manitoba,Manitoba,2020-10-26,4349,0,55.0,4349,100,317.57
3496,35,Ontario,Ontario,2020-10-26,71224,0,3099.0,71224,851,488.96
3497,24,Quebec,Québec,2020-10-26,100922,0,6153.0,100922,808,1189.42
3498,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2020-10-26,291,0,4.0,291,1,55.8
3499,13,New Brunswick,Nouveau-Brunswick,2020-10-26,331,0,6.0,331,3,42.61
3500,12,Nova Scotia,Nouvelle-Écosse,2020-10-26,1101,0,65.0,1101,1,113.34
3501,11,Prince Edward Island,Île-du-Prince-Édouard,2020-10-26,64,0,0.0,64,0,40.78
3502,60,Yukon,Yukon,2020-10-26,22,0,0.0,22,2,53.85
3503,61,Northwest Territories,Territoires du Nord-Ouest,2020-10-26,9,0,0.0,9,0,20.08
3504,62,Nunavut,Nunavut,2020-10-26,0,0,0.0,0,0,0.0
3505,99,Repatriated travellers,Voyageurs rapatriés,2020-10-26,13,0,0.0,13,0,
3506,1,Canada,Canada,2020-10-26,220213,0,9973.0,220213,4109,585.84
3507,59,British Columbia,Colombie-Britannique,2020-10-27,13588,0,259.0,13588,217,267.94
3508,48,Alberta,Alberta,2020-10-27,26155,0,309.0,26155,422,598.33
3509,47,Saskatchewan,Saskatchewan,2020-10-27,2841,0,25.0,2841,58,241.9
3510,46,Manitoba,Manitoba,2020-10-27,4532,0,58.0,4532,183,330.93
3511,35,Ontario,Ontario,2020-10-27,72051,0,3103.0,72051,827,494.63
3512,24,Quebec,Québec,2020-10-27,101885,0,6172.0,101885,963,1200.77
3513,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2020-10-27,291,0,4.0,291,0,55.8
3514,13,New Brunswick,Nouveau-Brunswick,2020-10-27,334,0,6.0,334,3,43.0
3515,12,Nova Scotia,Nouvelle-Écosse,2020-10-27,1102,0,65.0,1102,1,113.45
3516,11,Prince Edward Island,Île-du-Prince-Édouard,2020-10-27,64,0,0.0,64,0,40.78
3517,60,Yukon,Yukon,2020-10-27,22,0,0.0,22,0,53.85
3518,61,Northwest Territories,Territoires du Nord-Ouest,2020-10-27,9,0,0.0,9,0,20.08
3519,62,Nunavut,Nunavut,2020-10-27,0,0,0.0,0,0,0.0
3520,99,Repatriated travellers,Voyageurs rapatriés,2020-10-27,13,0,0.0,13,0,
3521,1,Canada,Canada,2020-10-27,222887,0,10001.0,222887,2674,592.95
3522,59,British Columbia,Colombie-Britannique,2020-10-28,13875,0,261.0,13875,287,273.6
3523,48,Alberta,Alberta,2020-10-28,26565,0,313.0,26565,410,607.71
3524,47,Saskatchewan,Saskatchewan,2020-10-28,2908,0,25.0,2908,67,247.6
3525,46,Manitoba,Manitoba,2020-10-28,4701,0,61.0,4701,169,343.27
3526,35,Ontario,Ontario,2020-10-28,72885,0,3108.0,72885,834,500.36
3527,24,Quebec,Québec,2020-10-28,102814,0,6189.0,102814,929,1211.72
3528,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2020-10-28,291,0,4.0,291,0,55.8
3529,13,New Brunswick,Nouveau-Brunswick,2020-10-28,337,0,6.0,337,3,43.38
3530,12,Nova Scotia,Nouvelle-Écosse,2020-10-28,1102,0,65.0,1102,0,113.45
3531,11,Prince Edward Island,Île-du-Prince-Édouard,2020-10-28,64,0,0.0,64,0,40.78
3532,60,Yukon,Yukon,2020-10-28,22,0,0.0,22,0,53.85
3533,61,Northwest Territories,Territoires du Nord-Ouest,2020-10-28,9,0,0.0,9,0,20.08
3534,62,Nunavut,Nunavut,2020-10-28,0,0,0.0,0,0,0.0
3535,99,Repatriated travellers,Voyageurs rapatriés,2020-10-28,13,0,0.0,13,0,
3536,1,Canada,Canada,2020-10-28,225586,0,10032.0,225586,2699,600.13
3537,59,British Columbia,Colombie-Britannique,2020-10-29,14109,0,262.0,14109,234,278.21
3538,48,Alberta,Alberta,2020-10-29,27042,0,318.0,27042,477,618.62
3539,47,Saskatchewan,Saskatchewan,2020-10-29,2990,0,25.0,2990,82,254.58
3540,46,Manitoba,Manitoba,2020-10-29,4894,0,62.0,4894,193,357.37
3541,35,Ontario,Ontario,2020-10-29,73819,0,3118.0,73819,934,506.77
3542,24,Quebec,Québec,2020-10-29,103844,0,6214.0,103844,1030,1223.86
3543,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2020-10-29,291,0,4.0,291,0,55.8
3544,13,New Brunswick,Nouveau-Brunswick,2020-10-29,341,0,6.0,341,4,43.9
3545,12,Nova Scotia,Nouvelle-Écosse,2020-10-29,1102,0,65.0,1102,0,113.45
3546,11,Prince Edward Island,Île-du-Prince-Édouard,2020-10-29,64,0,0.0,64,0,40.78
3547,60,Yukon,Yukon,2020-10-29,23,0,0.0,23,1,56.3
3548,61,Northwest Territories,Territoires du Nord-Ouest,2020-10-29,10,0,0.0,10,1,22.31
3549,62,Nunavut,Nunavut,2020-10-29,0,0,0.0,0,0,0.0
3550,99,Repatriated travellers,Voyageurs rapatriés,2020-10-29,13,0,0.0,13,0,
3551,1,Canada,Canada,2020-10-29,228542,0,10074.0,228542,2956,608.0
3552,59,British Columbia,Colombie-Britannique,2020-10-30,14381,0,263.0,14381,272,283.57
3553,48,Alberta,Alberta,2020-10-30,27664,0,323.0,27664,622,632.85
3554,47,Saskatchewan,Saskatchewan,2020-10-30,3066,0,25.0,3066,76,261.06
3555,46,Manitoba,Manitoba,2020-10-30,5374,0,65.0,5374,480,392.42
3556,35,Ontario,Ontario,2020-10-30,74715,0,3127.0,74715,896,512.92
3557,24,Quebec,Québec,2020-10-30,104952,0,6231.0,104952,1108,1236.92
3558,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2020-10-30,291,0,4.0,291,0,55.8
3559,13,New Brunswick,Nouveau-Brunswick,2020-10-30,342,0,6.0,342,1,44.03
3560,12,Nova Scotia,Nouvelle-Écosse,2020-10-30,1104,0,65.0,1104,2,113.65
3561,11,Prince Edward Island,Île-du-Prince-Édouard,2020-10-30,64,0,0.0,64,0,40.78
3562,60,Yukon,Yukon,2020-10-30,23,0,1.0,23,0,56.3
3563,61,Northwest Territories,Territoires du Nord-Ouest,2020-10-30,10,0,0.0,10,0,22.31
3564,62,Nunavut,Nunavut,2020-10-30,0,0,0.0,0,0,0.0
3565,99,Repatriated travellers,Voyageurs rapatriés,2020-10-30,13,0,0.0,13,0,
3566,1,Canada,Canada,2020-10-30,231999,0,10110.0,231999,3457,617.19
3567,59,British Columbia,Colombie-Britannique,2020-10-31,14733,0,263.0,14733,352,290.52
3568,48,Alberta,Alberta,2020-10-31,28245,0,323.0,28245,581,646.14
3569,47,Saskatchewan,Saskatchewan,2020-10-31,3144,0,25.0,3144,78,267.7
3570,46,Manitoba,Manitoba,2020-10-31,5723,0,67.0,5723,349,417.9
3571,35,Ontario,Ontario,2020-10-31,75730,0,3136.0,75730,1015,519.89
3572,24,Quebec,Québec,2020-10-31,106016,0,6246.0,106016,1064,1249.46
3573,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2020-10-31,291,0,4.0,291,0,55.8
3574,13,New Brunswick,Nouveau-Brunswick,2020-10-31,343,0,6.0,343,1,44.15
3575,12,Nova Scotia,Nouvelle-Écosse,2020-10-31,1109,0,65.0,1109,5,114.17
3576,11,Prince Edward Island,Île-du-Prince-Édouard,2020-10-31,64,0,0.0,64,0,40.78
3577,60,Yukon,Yukon,2020-10-31,23,0,1.0,23,0,56.3
3578,61,Northwest Territories,Territoires du Nord-Ouest,2020-10-31,10,0,0.0,10,0,22.31
3579,62,Nunavut,Nunavut,2020-10-31,0,0,0.0,0,0,0.0
3580,99,Repatriated travellers,Voyageurs rapatriés,2020-10-31,13,0,0.0,13,0,
3581,1,Canada,Canada,2020-10-31,235444,0,10136.0,235444,3445,626.36
3582,59,British Columbia,Colombie-Britannique,2020-11-01,15122,0,263.0,15122,389,298.19
3583,48,Alberta,Alberta,2020-11-01,28770,0,323.0,28770,525,658.15
3584,47,Saskatchewan,Saskatchewan,2020-11-01,3218,0,25.0,3218,74,274.0
3585,46,Manitoba,Manitoba,2020-11-01,6034,0,75.0,6034,311,440.61
3586,35,Ontario,Ontario,2020-11-01,76707,0,3145.0,76707,977,526.6
3587,24,Quebec,Québec,2020-11-01,106981,0,6272.0,106981,965,1260.83
3588,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2020-11-01,291,0,4.0,291,0,55.8
3589,13,New Brunswick,Nouveau-Brunswick,2020-11-01,344,0,6.0,344,1,44.28
3590,12,Nova Scotia,Nouvelle-Écosse,2020-11-01,1111,0,65.0,1111,2,114.37
3591,11,Prince Edward Island,Île-du-Prince-Édouard,2020-11-01,64,0,0.0,64,0,40.78
3592,60,Yukon,Yukon,2020-11-01,23,0,1.0,23,0,56.3
3593,61,Northwest Territories,Territoires du Nord-Ouest,2020-11-01,10,0,0.0,10,0,22.31
3594,62,Nunavut,Nunavut,2020-11-01,0,0,0.0,0,0,0.0
3595,99,Repatriated travellers,Voyageurs rapatriés,2020-11-01,13,0,0.0,13,0,
3596,1,Canada,Canada,2020-11-01,238688,0,10179.0,238688,3244,634.99
3597,59,British Columbia,Colombie-Britannique,2020-11-02,15501,0,269.0,15501,379,305.66
3598,48,Alberta,Alberta,2020-11-02,29362,0,323.0,29362,592,671.7
3599,47,Saskatchewan,Saskatchewan,2020-11-02,3292,0,25.0,3292,74,280.3
3600,46,Manitoba,Manitoba,2020-11-02,6275,0,80.0,6275,241,458.21
3601,35,Ontario,Ontario,2020-11-02,77655,0,3152.0,77655,948,533.11
3602,24,Quebec,Québec,2020-11-02,108018,0,6283.0,108018,1037,1273.05
3603,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2020-11-02,291,0,4.0,291,0,55.8
3604,13,New Brunswick,Nouveau-Brunswick,2020-11-02,344,0,6.0,344,0,44.28
3605,12,Nova Scotia,Nouvelle-Écosse,2020-11-02,1113,0,65.0,1113,2,114.58
3606,11,Prince Edward Island,Île-du-Prince-Édouard,2020-11-02,64,0,0.0,64,0,40.78
3607,60,Yukon,Yukon,2020-11-02,23,0,1.0,23,0,56.3
3608,61,Northwest Territories,Territoires du Nord-Ouest,2020-11-02,10,0,0.0,10,0,22.31
3609,62,Nunavut,Nunavut,2020-11-02,0,0,0.0,0,0,0.0
3610,99,Repatriated travellers,Voyageurs rapatriés,2020-11-02,13,0,0.0,13,0,
3611,1,Canada,Canada,2020-11-02,241961,0,10208.0,241961,3273,643.7
3612,59,British Columbia,Colombie-Britannique,2020-11-03,15800,0,272.0,15800,299,311.55
3613,48,Alberta,Alberta,2020-11-03,29932,0,338.0,29932,570,684.74
3614,47,Saskatchewan,Saskatchewan,2020-11-03,3373,0,25.0,3373,81,287.2
3615,46,Manitoba,Manitoba,2020-11-03,6377,0,85.0,6377,102,465.66
3616,35,Ontario,Ontario,2020-11-03,78705,0,3166.0,78705,1050,540.31
3617,24,Quebec,Québec,2020-11-03,108889,0,6317.0,108889,871,1283.32
3618,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2020-11-03,291,0,4.0,291,0,55.8
3619,13,New Brunswick,Nouveau-Brunswick,2020-11-03,344,0,6.0,344,0,44.28
3620,12,Nova Scotia,Nouvelle-Écosse,2020-11-03,1114,0,65.0,1114,1,114.68
3621,11,Prince Edward Island,Île-du-Prince-Édouard,2020-11-03,64,0,0.0,64,0,40.78
3622,60,Yukon,Yukon,2020-11-03,23,0,1.0,23,0,56.3
3623,61,Northwest Territories,Territoires du Nord-Ouest,2020-11-03,10,0,0.0,10,0,22.31
3624,62,Nunavut,Nunavut,2020-11-03,0,0,0.0,0,0,0.0
3625,99,Repatriated travellers,Voyageurs rapatriés,2020-11-03,13,0,0.0,13,0,
3626,1,Canada,Canada,2020-11-03,244935,0,10279.0,244935,2974,651.61
3627,59,British Columbia,Colombie-Britannique,2020-11-04,16135,0,273.0,16135,335,318.16
3628,48,Alberta,Alberta,2020-11-04,30447,0,343.0,30447,515,696.52
3629,47,Saskatchewan,Saskatchewan,2020-11-04,3408,0,25.0,3408,35,290.18
3630,46,Manitoba,Manitoba,2020-11-04,6751,0,87.0,6751,374,492.97
3631,35,Ontario,Ontario,2020-11-04,79692,0,3182.0,79692,987,547.09
3632,24,Quebec,Québec,2020-11-04,109918,0,6350.0,109918,1029,1295.44
3633,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2020-11-04,292,0,4.0,292,1,55.99
3634,13,New Brunswick,Nouveau-Brunswick,2020-11-04,347,0,6.0,347,3,44.67
3635,12,Nova Scotia,Nouvelle-Écosse,2020-11-04,1118,0,65.0,1118,4,115.09
3636,11,Prince Edward Island,Île-du-Prince-Édouard,2020-11-04,64,0,0.0,64,0,40.78
3637,60,Yukon,Yukon,2020-11-04,23,0,1.0,23,0,56.3
3638,61,Northwest Territories,Territoires du Nord-Ouest,2020-11-04,10,0,0.0,10,0,22.31
3639,62,Nunavut,Nunavut,2020-11-04,0,0,0.0,0,0,0.0
3640,99,Repatriated travellers,Voyageurs rapatriés,2020-11-04,13,0,0.0,13,0,
3641,1,Canada,Canada,2020-11-04,248218,0,10336.0,248218,3283,660.34
3642,59,British Columbia,Colombie-Britannique,2020-11-05,16560,0,273.0,16560,425,326.54
3643,48,Alberta,Alberta,2020-11-05,31249,0,343.0,31249,802,714.86
3644,47,Saskatchewan,Saskatchewan,2020-11-05,3536,0,25.0,3536,128,301.07
3645,46,Manitoba,Manitoba,2020-11-05,7177,0,91.0,7177,426,524.07
3646,35,Ontario,Ontario,2020-11-05,80690,0,3195.0,80690,998,553.94
3647,24,Quebec,Québec,2020-11-05,111056,0,6378.0,111056,1138,1308.86
3648,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2020-11-05,294,0,4.0,294,2,56.37
3649,13,New Brunswick,Nouveau-Brunswick,2020-11-05,349,0,6.0,349,2,44.93
3650,12,Nova Scotia,Nouvelle-Écosse,2020-11-05,1119,0,65.0,1119,1,115.2
3651,11,Prince Edward Island,Île-du-Prince-Édouard,2020-11-05,64,0,0.0,64,0,40.78
3652,60,Yukon,Yukon,2020-11-05,23,0,1.0,23,0,56.3
3653,61,Northwest Territories,Territoires du Nord-Ouest,2020-11-05,10,0,0.0,10,0,22.31
3654,62,Nunavut,Nunavut,2020-11-05,0,0,0.0,0,0,0.0
3655,99,Repatriated travellers,Voyageurs rapatriés,2020-11-05,13,0,0.0,13,0,
3656,1,Canada,Canada,2020-11-05,252140,0,10381.0,252140,3922,670.78
3657,59,British Columbia,Colombie-Britannique,2020-11-06,17149,0,275.0,17149,589,338.16
3658,48,Alberta,Alberta,2020-11-06,31858,0,352.0,31858,609,728.8
3659,47,Saskatchewan,Saskatchewan,2020-11-06,3623,0,25.0,3623,87,308.48
3660,46,Manitoba,Manitoba,2020-11-06,7419,0,96.0,7419,242,541.74
3661,35,Ontario,Ontario,2020-11-06,81693,0,3209.0,81693,1003,560.83
3662,24,Quebec,Québec,2020-11-06,112189,0,6403.0,112189,1133,1322.21
3663,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2020-11-06,294,0,4.0,294,0,56.37
3664,13,New Brunswick,Nouveau-Brunswick,2020-11-06,350,0,6.0,350,1,45.06
3665,12,Nova Scotia,Nouvelle-Écosse,2020-11-06,1121,0,65.0,1121,2,115.4
3666,11,Prince Edward Island,Île-du-Prince-Édouard,2020-11-06,66,0,0.0,66,2,42.05
3667,60,Yukon,Yukon,2020-11-06,23,0,1.0,23,0,56.3
3668,61,Northwest Territories,Territoires du Nord-Ouest,2020-11-06,10,0,0.0,10,0,22.31
3669,62,Nunavut,Nunavut,2020-11-06,1,0,0.0,1,1,2.58
3670,99,Repatriated travellers,Voyageurs rapatriés,2020-11-06,13,0,0.0,13,0,
3671,1,Canada,Canada,2020-11-06,255809,0,10436.0,255809,3669,680.54
3672,59,British Columbia,Colombie-Britannique,2020-11-07,17716,0,276.0,17716,567,349.34
3673,48,Alberta,Alberta,2020-11-07,32777,0,357.0,32777,919,749.82
3674,47,Saskatchewan,Saskatchewan,2020-11-07,3738,0,27.0,3738,115,318.27
3675,46,Manitoba,Manitoba,2020-11-07,7689,0,103.0,7689,270,561.46
3676,35,Ontario,Ontario,2020-11-07,82825,0,3220.0,82825,1132,568.6
3677,24,Quebec,Québec,2020-11-07,113423,0,6431.0,113423,1234,1336.75
3678,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2020-11-07,296,0,4.0,296,2,56.75
3679,13,New Brunswick,Nouveau-Brunswick,2020-11-07,353,0,6.0,353,3,45.44
3680,12,Nova Scotia,Nouvelle-Écosse,2020-11-07,1125,0,65.0,1125,4,115.81
3681,11,Prince Edward Island,Île-du-Prince-Édouard,2020-11-07,66,0,0.0,66,0,42.05
3682,60,Yukon,Yukon,2020-11-07,23,0,1.0,23,0,56.3
3683,61,Northwest Territories,Territoires du Nord-Ouest,2020-11-07,10,0,0.0,10,0,22.31
3684,62,Nunavut,Nunavut,2020-11-07,1,0,0.0,1,0,2.58
3685,99,Repatriated travellers,Voyageurs rapatriés,2020-11-07,13,0,0.0,13,0,
3686,1,Canada,Canada,2020-11-07,260055,0,10490.0,260055,4246,691.83
3687,59,British Columbia,Colombie-Britannique,2020-11-08,18252,0,276.0,18252,536,359.91
3688,48,Alberta,Alberta,2020-11-08,33504,0,363.0,33504,727,766.45
3689,47,Saskatchewan,Saskatchewan,2020-11-08,3897,0,28.0,3897,159,331.81
3690,46,Manitoba,Manitoba,2020-11-08,8130,0,106.0,8130,441,593.66
3691,35,Ontario,Ontario,2020-11-08,84153,0,3233.0,84153,1328,577.71
3692,24,Quebec,Québec,2020-11-08,114820,0,6440.0,114820,1397,1353.22
3693,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2020-11-08,297,0,4.0,297,1,56.95
3694,13,New Brunswick,Nouveau-Brunswick,2020-11-08,354,0,6.0,354,1,45.57
3695,12,Nova Scotia,Nouvelle-Écosse,2020-11-08,1128,0,65.0,1128,3,116.12
3696,11,Prince Edward Island,Île-du-Prince-Édouard,2020-11-08,66,0,0.0,66,0,42.05
3697,60,Yukon,Yukon,2020-11-08,23,0,1.0,23,0,56.3
3698,61,Northwest Territories,Territoires du Nord-Ouest,2020-11-08,10,0,0.0,10,0,22.31
3699,62,Nunavut,Nunavut,2020-11-08,2,0,0.0,2,1,5.16
3700,99,Repatriated travellers,Voyageurs rapatriés,2020-11-08,13,0,0.0,13,0,
3701,1,Canada,Canada,2020-11-08,264649,0,10522.0,264649,4594,704.05
3702,59,British Columbia,Colombie-Britannique,2020-11-09,18714,0,281.0,18714,462,369.02
3703,48,Alberta,Alberta,2020-11-09,34160,0,369.0,34160,656,781.46
3704,47,Saskatchewan,Saskatchewan,2020-11-09,4087,0,29.0,4087,190,347.99
3705,46,Manitoba,Manitoba,2020-11-09,8495,0,109.0,8495,365,620.32
3706,35,Ontario,Ontario,2020-11-09,85395,0,3245.0,85395,1242,586.24
3707,24,Quebec,Québec,2020-11-09,115989,0,6455.0,115989,1169,1366.99
3708,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2020-11-09,297,0,4.0,297,0,56.95
3709,13,New Brunswick,Nouveau-Brunswick,2020-11-09,355,0,6.0,355,1,45.7
3710,12,Nova Scotia,Nouvelle-Écosse,2020-11-09,1129,0,65.0,1129,1,116.22
3711,11,Prince Edward Island,Île-du-Prince-Édouard,2020-11-09,66,0,0.0,66,0,42.05
3712,60,Yukon,Yukon,2020-11-09,23,0,1.0,23,0,56.3
3713,61,Northwest Territories,Territoires du Nord-Ouest,2020-11-09,10,0,0.0,10,0,22.31
3714,62,Nunavut,Nunavut,2020-11-09,2,0,0.0,2,0,5.16
3715,99,Repatriated travellers,Voyageurs rapatriés,2020-11-09,13,0,0.0,13,0,
3716,1,Canada,Canada,2020-11-09,268735,0,10564.0,268735,4086,714.92
3717,59,British Columbia,Colombie-Britannique,2020-11-10,19239,0,284.0,19239,525,379.37
3718,48,Alberta,Alberta,2020-11-10,34873,0,376.0,34873,713,797.77
3719,47,Saskatchewan,Saskatchewan,2020-11-10,4214,0,29.0,4214,127,358.8
3720,46,Manitoba,Manitoba,2020-11-10,8878,0,114.0,8878,383,648.28
3721,35,Ontario,Ontario,2020-11-10,86783,0,3260.0,86783,1388,595.77
3722,24,Quebec,Québec,2020-11-10,117151,0,6493.0,117151,1162,1380.69
3723,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2020-11-10,297,0,4.0,297,0,56.95
3724,13,New Brunswick,Nouveau-Brunswick,2020-11-10,355,0,6.0,355,0,45.7
3725,12,Nova Scotia,Nouvelle-Écosse,2020-11-10,1132,0,65.0,1132,3,116.53
3726,11,Prince Edward Island,Île-du-Prince-Édouard,2020-11-10,67,0,0.0,67,1,42.69
3727,60,Yukon,Yukon,2020-11-10,23,0,1.0,23,0,56.3
